txn_id,timestamp,user_id,kyc_tier,account_age_days,channel,txn_type,amount_ngn,beneficiary_id,beneficiary_bank,beneficiary_country,beneficiary_new,device_id,device_new,ip_country,name_match_score,status
TXN-100366,2026-07-02 00:27:51,USR-2860,1,1642,app,transfer_out,5402.45,BEN-7653,Wema/ALAT,NG,0,DEV-98777,0,NG,0.98,completed
TXN-100367,2026-07-02 00:51:40,USR-3316,2,1022,web,card_spend,13173.0,,,NG,0,DEV-39219,0,NG,0.99,completed
TXN-100368,2026-07-02 00:58:29,USR-3863,2,1440,app,transfer_out,10958.17,BEN-6793,GTBank,NG,0,DEV-97819,0,NG,0.99,completed
TXN-100369,2026-07-02 01:08:21,USR-0103,2,282,pos,transfer_out,10985.39,BEN-7916,OPay,NG,0,DEV-24371,0,NG,0.95,completed
TXN-100370,2026-07-02 01:31:32,USR-2800,3,1646,app,transfer_in,2120.09,BEN-1588,GTBank,NG,0,DEV-51505,0,NG,0.95,completed
TXN-100371,2026-07-02 01:33:00,USR-3398,2,1601,app,airtime,18645.44,,,NG,0,DEV-72031,0,NG,0.98,completed
TXN-100372,2026-07-02 01:35:32,USR-3034,2,1105,app,airtime,26013.3,,,NG,0,DEV-39451,0,NG,0.95,completed
TXN-100373,2026-07-02 01:46:02,USR-3148,2,590,app,transfer_in,7311.6,BEN-1349,Kuda,NG,0,DEV-69600,0,NG,0.97,completed
TXN-100374,2026-07-02 02:03:37,USR-1139,1,1052,app,card_spend,43939.73,,,NG,0,DEV-98184,0,NG,0.99,completed
TXN-100375,2026-07-02 02:12:25,USR-3741,3,471,ussd,card_spend,17668.17,,,NG,0,DEV-66606,0,NG,0.99,completed
TXN-100376,2026-07-02 02:21:03,USR-1557,2,1998,app,card_spend,8014.18,,,NG,0,DEV-64496,0,NG,1.0,completed
TXN-100377,2026-07-02 02:23:33,USR-0285,3,1846,app,card_spend,16864.28,,,NG,0,DEV-50026,0,NG,0.98,completed
TXN-100378,2026-07-02 02:23:55,USR-1644,1,420,app,bill_payment,4416.73,,,NG,0,DEV-52219,0,NG,0.95,completed
TXN-100379,2026-07-02 02:25:44,USR-2989,2,1139,app,transfer_in,5700.12,BEN-6096,PalmPay,NG,0,DEV-58351,0,NG,0.94,completed
TXN-100380,2026-07-02 02:28:09,USR-1003,3,1299,app,card_spend,5152.75,,,NG,0,DEV-12875,0,NG,0.93,completed
TXN-100381,2026-07-02 02:34:48,USR-2860,1,1642,pos,airtime,104579.08,,,NG,0,DEV-98777,0,NG,0.98,completed
TXN-100382,2026-07-02 02:43:35,USR-3921,2,986,app,card_spend,10048.32,,,NG,0,DEV-33053,0,NG,0.97,completed
TXN-100383,2026-07-02 02:45:37,USR-2262,2,2091,web,bill_payment,13373.49,,,NG,0,DEV-82768,0,NG,0.99,completed
TXN-100384,2026-07-02 02:52:25,USR-0188,1,801,app,card_spend,3427.06,,,NG,0,DEV-82350,0,NG,0.97,completed
TXN-100385,2026-07-02 02:53:31,USR-1186,1,1349,ussd,bill_payment,2535.08,,,NG,0,DEV-87993,0,NG,0.93,completed
TXN-100386,2026-07-02 02:53:46,USR-0103,2,282,app,bill_payment,6559.76,,,NG,0,DEV-24371,0,NG,0.98,completed
TXN-100387,2026-07-02 03:00:27,USR-0293,1,1316,app,card_spend,10221.22,,,NG,0,DEV-13794,0,NG,0.95,completed
TXN-100388,2026-07-02 03:05:34,USR-0637,1,2036,app,transfer_out,54052.16,BEN-8461,Kuda,NG,0,DEV-90120,0,NG,1.0,completed
TXN-100389,2026-07-02 03:10:58,USR-2414,1,1450,app,bill_payment,4513.32,,,NG,0,DEV-63964,0,NG,0.97,completed
TXN-100390,2026-07-02 03:19:31,USR-2197,2,1325,pos,transfer_out,5189.57,BEN-7071,UBA,NG,0,DEV-99687,0,NG,0.96,completed
TXN-100391,2026-07-02 03:24:27,USR-1557,2,1998,ussd,transfer_out,45911.03,BEN-7883,Wema/ALAT,NG,0,DEV-64496,0,NG,0.94,completed
TXN-100392,2026-07-02 03:29:27,USR-0272,3,1784,app,airtime,51413.56,,,NG,0,DEV-54424,0,NG,0.95,completed
TXN-100393,2026-07-02 03:31:09,USR-0420,1,2080,pos,transfer_out,22447.99,BEN-8787,Zenith Bank,NG,0,DEV-19071,0,NG,0.97,completed
TXN-100394,2026-07-02 03:34:51,USR-3791,2,398,ussd,transfer_out,704.28,BEN-2479,PalmPay,NG,0,DEV-28449,0,NG,1.0,completed
TXN-100395,2026-07-02 03:42:20,USR-2655,3,460,web,transfer_out,2071.13,BEN-2646,PalmPay,NG,0,DEV-66881,0,NG,0.95,completed
TXN-100396,2026-07-02 03:49:29,USR-0419,2,1260,app,airtime,7410.13,,,NG,0,DEV-40735,0,NG,0.93,completed
TXN-100397,2026-07-02 03:49:46,USR-2234,2,218,ussd,transfer_in,2792.2,BEN-9423,UBA,NG,0,DEV-53309,0,NG,0.97,completed
TXN-100398,2026-07-02 03:53:11,USR-2070,2,734,pos,transfer_out,43259.06,BEN-4853,Access Bank,NG,0,DEV-17455,0,NG,0.98,completed
TXN-100399,2026-07-02 04:26:52,USR-0109,2,1376,app,card_spend,3418.32,,,NG,0,DEV-41285,0,NG,0.96,completed
TXN-100400,2026-07-02 04:34:23,USR-1293,2,217,app,transfer_in,3890.33,BEN-9032,Wema/ALAT,NG,0,DEV-17972,0,NG,0.97,completed
TXN-100401,2026-07-02 04:45:22,USR-1471,3,1806,app,bill_payment,5000.95,,,NG,0,DEV-80545,0,NG,0.96,completed
TXN-100402,2026-07-02 05:07:42,USR-3034,2,1105,ussd,card_spend,79899.77,,,NG,0,DEV-39451,0,NG,0.94,completed
TXN-100403,2026-07-02 05:10:11,USR-2070,2,734,web,bill_payment,5288.61,,,NG,0,DEV-17455,0,NG,0.97,completed
TXN-100404,2026-07-02 05:18:33,USR-3986,2,1873,web,transfer_out,33573.51,BEN-8921,OPay,NG,0,DEV-33086,0,NG,0.94,completed
TXN-100405,2026-07-02 05:20:06,USR-0293,1,1316,app,transfer_out,16954.66,BEN-3512,Wema/ALAT,NG,1,DEV-13794,0,NG,1.0,completed
TXN-100406,2026-07-02 05:24:00,USR-1482,2,607,app,bill_payment,4272.64,,,NG,0,DEV-93606,0,NG,1.0,completed
TXN-100407,2026-07-02 05:36:40,USR-0285,3,1846,ussd,card_spend,8456.4,,,NG,0,DEV-50026,0,NG,0.94,completed
TXN-100408,2026-07-02 05:38:42,USR-0103,2,282,web,card_spend,2517.28,,,NG,0,DEV-24371,0,NG,0.94,completed
TXN-100409,2026-07-02 06:03:45,USR-0420,1,2080,ussd,airtime,32279.15,,,NG,0,DEV-19071,0,NG,0.99,completed
TXN-100410,2026-07-02 06:11:50,USR-1495,2,146,app,card_spend,18857.48,,,NG,0,DEV-82384,0,NG,0.98,completed
TXN-100411,2026-07-02 06:14:28,USR-3791,2,398,app,card_spend,49672.35,,,NG,0,DEV-28449,0,NG,0.95,completed
TXN-100412,2026-07-02 06:22:25,USR-0380,1,1037,pos,transfer_out,6028.97,BEN-7797,First Bank,NG,0,DEV-60205,0,NG,0.95,completed
TXN-100413,2026-07-02 06:22:28,USR-3301,1,1876,app,transfer_out,14715.68,BEN-9821,UBA,NG,0,DEV-10221,0,NG,0.94,completed
TXN-100414,2026-07-02 06:34:56,USR-1729,2,1479,ussd,transfer_out,57427.77,BEN-4116,UBA,NG,0,DEV-24322,0,NG,0.96,completed
TXN-100415,2026-07-02 07:22:37,USR-1882,1,195,web,transfer_out,12872.82,BEN-7498,Wema/ALAT,NG,0,DEV-50888,0,NG,0.93,completed
TXN-100416,2026-07-02 07:37:35,USR-3561,2,374,app,transfer_out,21406.91,BEN-9346,GTBank,NG,0,DEV-46585,0,NG,0.94,completed
TXN-100417,2026-07-02 07:39:12,USR-0103,2,282,app,card_spend,92521.56,,,NG,0,DEV-24371,0,NG,0.99,completed
TXN-100418,2026-07-02 07:43:49,USR-1094,2,1651,pos,transfer_out,1955.75,BEN-3068,Zenith Bank,NG,0,DEV-60604,0,NG,0.99,completed
TXN-100419,2026-07-02 07:51:46,USR-0131,2,1818,app,transfer_in,102205.66,BEN-8579,Kuda,NG,0,DEV-34050,0,NG,0.97,completed
TXN-100420,2026-07-02 07:58:07,USR-1097,2,1297,app,transfer_out,25494.27,BEN-8046,Access Bank,NG,0,DEV-69469,0,NG,0.95,completed
TXN-100421,2026-07-02 08:03:56,USR-2662,3,726,app,bill_payment,9454.64,,,NG,0,DEV-45697,0,NG,0.99,completed
TXN-100422,2026-07-02 08:26:32,USR-0859,2,2073,web,transfer_in,1446.6,BEN-6272,Stanbic IBTC,NG,0,DEV-55236,0,NG,0.95,completed
TXN-100423,2026-07-02 08:30:38,USR-0285,3,1846,web,transfer_out,28126.27,BEN-5335,PalmPay,NG,0,DEV-50026,0,NG,0.96,completed
TXN-100424,2026-07-02 08:33:38,USR-0815,2,1519,app,card_spend,4325.31,,,NG,0,DEV-19016,0,NG,0.94,completed
TXN-100425,2026-07-02 08:42:38,USR-1517,3,1088,ussd,airtime,80048.05,,,NG,0,DEV-69871,0,NG,1.0,completed
TXN-100426,2026-07-02 09:14:21,USR-0419,2,1260,pos,card_spend,38218.26,,,NG,0,DEV-40735,0,NG,0.98,completed
TXN-100427,2026-07-02 09:18:42,USR-3367,1,1064,pos,bill_payment,5703.38,,,NG,0,DEV-87182,0,NG,0.97,completed
TXN-100428,2026-07-02 09:20:30,USR-1003,3,1299,web,bill_payment,1190.12,,,NG,0,DEV-12875,0,NG,0.94,completed
TXN-100429,2026-07-02 09:23:02,USR-2800,3,1646,app,card_spend,39169.36,,,NG,0,DEV-51505,0,NG,0.94,completed
TXN-100430,2026-07-02 09:42:56,USR-0384,2,1732,app,card_spend,10162.49,,,NG,0,DEV-17685,0,NG,0.96,completed
TXN-100431,2026-07-02 09:43:14,USR-3017,3,1349,app,card_spend,13435.95,,,NG,0,DEV-41385,0,NG,0.97,completed
TXN-100432,2026-07-02 09:48:43,USR-2875,2,1449,app,airtime,27780.65,,,NG,0,DEV-23154,0,NG,0.98,completed
TXN-100433,2026-07-02 09:51:06,USR-1329,2,1235,pos,transfer_out,7554.19,BEN-4868,OPay,NG,0,DEV-14288,0,NG,0.98,completed
TXN-100434,2026-07-02 09:51:28,USR-2655,3,460,app,card_spend,46667.19,,,NG,0,DEV-66881,0,NG,0.95,completed
TXN-100435,2026-07-02 10:06:00,USR-1560,3,1105,web,transfer_out,6500000,BEN-3308,Stanbic IBTC,NG,0,DEV-61560,0,NG,0.98,completed
TXN-100436,2026-07-02 10:21:10,USR-3034,2,1105,app,transfer_out,65217.13,BEN-1344,Moniepoint,NG,0,DEV-39451,0,NG,0.97,completed
TXN-100437,2026-07-02 10:30:51,USR-3316,2,1022,app,transfer_in,45260.31,BEN-7528,Moniepoint,NG,0,DEV-39219,0,NG,0.98,completed
TXN-100438,2026-07-02 10:33:40,USR-1495,2,146,pos,bill_payment,115917.97,,,NG,0,DEV-82384,0,NG,0.96,completed
TXN-100439,2026-07-02 10:59:57,USR-3316,2,1022,app,transfer_out,18940.46,BEN-4164,Stanbic IBTC,NG,0,DEV-39219,0,NG,0.98,completed
TXN-100440,2026-07-02 11:00:05,USR-2188,3,737,pos,transfer_in,8388.69,BEN-5901,Stanbic IBTC,NG,0,DEV-19681,0,NG,0.94,completed
TXN-100441,2026-07-02 11:09:13,USR-0272,3,1784,web,bill_payment,19002.62,,,NG,0,DEV-54424,0,NG,0.99,completed
TXN-100442,2026-07-02 11:11:58,USR-2655,3,460,app,transfer_out,6362.38,BEN-8269,First Bank,NG,0,DEV-66881,0,NG,0.96,completed
TXN-100443,2026-07-02 11:21:56,USR-2886,1,1794,app,transfer_out,2155.36,BEN-9561,Zenith Bank,NG,0,DEV-89471,0,NG,0.98,completed
TXN-100444,2026-07-02 11:27:27,USR-2188,3,737,app,bill_payment,12354.7,,,NG,0,DEV-19681,0,NG,0.97,completed
TXN-100445,2026-07-02 12:14:34,USR-1106,2,1206,app,transfer_out,13373.61,BEN-5835,UBA,NG,0,DEV-31567,0,NG,0.95,completed
TXN-100446,2026-07-02 12:19:09,USR-2188,3,737,app,card_spend,100868.9,,,NG,0,DEV-19681,0,NG,0.99,completed
TXN-100447,2026-07-02 12:21:19,USR-1094,2,1651,app,transfer_out,9109.73,BEN-1606,Kuda,NG,0,DEV-60604,0,NG,0.97,completed
TXN-100448,2026-07-02 12:37:49,USR-1394,2,965,web,transfer_in,5531.08,BEN-3780,Kuda,NG,0,DEV-77000,0,NG,0.96,completed
TXN-100449,2026-07-02 12:38:07,USR-1557,2,1998,pos,card_spend,12494.85,,,NG,0,DEV-64496,0,NG,1.0,completed
TXN-100450,2026-07-02 12:40:31,USR-3561,2,374,pos,transfer_in,11112.73,BEN-7548,Kuda,NG,0,DEV-46585,0,NG,0.93,completed
TXN-100451,2026-07-02 12:47:28,USR-2534,1,848,ussd,transfer_out,11584.24,BEN-5530,Access Bank,NG,0,DEV-35105,0,NG,0.95,completed
TXN-100452,2026-07-02 13:09:01,USR-0896,2,1953,app,airtime,20110.6,,,NG,0,DEV-47388,0,NG,0.94,completed
TXN-100453,2026-07-02 13:25:04,USR-2620,3,1378,web,transfer_in,1916.37,BEN-3340,Stanbic IBTC,NG,0,DEV-37869,0,NG,0.98,completed
TXN-100454,2026-07-02 13:27:01,USR-3741,3,471,ussd,transfer_out,5772.25,BEN-3131,Kuda,NG,0,DEV-66606,0,NG,0.93,completed
TXN-100455,2026-07-02 14:00:09,USR-0859,2,2073,app,airtime,32476.5,,,NG,0,DEV-55236,0,NG,0.94,completed
TXN-100456,2026-07-02 14:02:28,USR-1858,2,1745,web,bill_payment,13617.18,,,NG,0,DEV-77449,0,NG,0.96,completed
TXN-100457,2026-07-02 14:11:53,USR-0859,2,2073,app,card_spend,32128.77,,,NG,0,DEV-55236,0,NG,0.95,completed
TXN-100458,2026-07-02 14:18:40,USR-3034,2,1105,web,transfer_out,7976.87,BEN-1344,GTBank,NG,0,DEV-39451,0,NG,0.97,completed
TXN-100459,2026-07-02 14:23:41,USR-2860,1,1642,app,transfer_in,13153.31,BEN-7653,UBA,NG,0,DEV-98777,0,NG,0.94,completed
TXN-100460,2026-07-02 14:42:52,USR-3367,1,1064,pos,airtime,3623.05,,,NG,0,DEV-87182,0,NG,0.93,completed
TXN-100461,2026-07-02 14:52:29,USR-3417,2,626,web,transfer_in,5792.39,BEN-3594,OPay,NG,0,DEV-47752,0,NG,1.0,completed
TXN-100462,2026-07-02 14:53:09,USR-1394,2,965,pos,card_spend,34356.02,,,NG,0,DEV-77000,0,NG,0.99,completed
TXN-100463,2026-07-02 14:53:34,USR-1732,3,1334,ussd,transfer_in,38964.11,BEN-8618,Stanbic IBTC,NG,0,DEV-47606,0,NG,0.94,completed
TXN-100464,2026-07-02 15:20:57,USR-3298,2,1572,ussd,transfer_in,6335.01,BEN-1710,UBA,NG,0,DEV-77271,0,NG,0.98,completed
TXN-100465,2026-07-02 15:21:51,USR-2989,2,1139,ussd,card_spend,3340.96,,,NG,0,DEV-58351,0,NG,0.93,completed
TXN-100466,2026-07-02 15:25:09,USR-2496,2,1625,app,transfer_in,4574.81,BEN-9702,Stanbic IBTC,NG,0,DEV-66450,0,NG,1.0,completed
TXN-100467,2026-07-02 15:38:18,USR-3837,2,722,pos,bill_payment,7015.29,,,NG,0,DEV-19807,0,NG,0.95,completed
TXN-100468,2026-07-02 15:55:07,USR-0384,2,1732,app,card_spend,23965.7,,,NG,0,DEV-17685,0,NG,0.99,completed
TXN-100469,2026-07-02 16:05:03,USR-2419,1,1855,app,bill_payment,17302.35,,,NG,0,DEV-56438,0,NG,0.97,completed
TXN-100470,2026-07-02 16:06:17,USR-0123,3,491,app,airtime,39963.69,,,NG,0,DEV-16630,0,NG,0.94,completed
TXN-100471,2026-07-02 16:09:40,USR-2772,3,1823,pos,transfer_out,133873.03,BEN-4295,Access Bank,NG,0,DEV-37760,0,NG,0.95,completed
TXN-100472,2026-07-02 16:11:40,USR-0934,2,1949,web,bill_payment,2983.8,,,NG,0,DEV-19329,0,NG,0.99,completed
TXN-100473,2026-07-02 16:12:38,USR-1201,2,471,pos,transfer_out,20427.66,BEN-4986,Wema/ALAT,NG,0,DEV-48566,0,NG,0.99,completed
TXN-100474,2026-07-02 16:20:25,USR-2873,2,1118,app,transfer_out,5927.93,BEN-7939,Zenith Bank,NG,0,DEV-16658,0,NG,1.0,completed
TXN-100475,2026-07-02 16:31:02,USR-2655,3,460,ussd,airtime,47132.08,,,NG,0,DEV-66881,0,NG,0.95,completed
TXN-100476,2026-07-02 16:31:23,USR-1140,2,248,app,bill_payment,9778.93,,,NG,0,DEV-71694,0,NG,0.96,completed
TXN-100477,2026-07-02 16:36:42,USR-2987,3,905,app,airtime,13927.01,,,NG,0,DEV-60422,0,NG,0.99,completed
TXN-100478,2026-07-02 16:56:33,USR-2234,2,218,app,card_spend,7136.23,,,NG,0,DEV-53309,0,NG,0.98,completed
TXN-100479,2026-07-02 17:02:01,USR-3504,2,195,web,airtime,8539.01,,,NG,0,DEV-21970,0,NG,0.96,completed
TXN-100480,2026-07-02 17:16:59,USR-0188,1,801,app,transfer_in,9431.01,BEN-3564,First Bank,NG,0,DEV-82350,0,NG,1.0,completed
TXN-100481,2026-07-02 17:26:49,USR-0934,2,1949,web,transfer_in,66576.46,BEN-3446,Access Bank,NG,0,DEV-19329,0,NG,0.99,completed
TXN-100482,2026-07-02 17:28:01,USR-0788,2,309,ussd,transfer_out,1635.74,BEN-5066,GTBank,NG,0,DEV-29887,0,NG,1.0,completed
TXN-100483,2026-07-02 17:43:10,USR-0419,2,1260,pos,bill_payment,14186.48,,,NG,0,DEV-40735,0,NG,0.99,completed
TXN-100484,2026-07-02 17:44:36,USR-2620,3,1378,app,transfer_out,5535.77,BEN-3340,PalmPay,NG,0,DEV-37869,0,NG,0.98,completed
TXN-100485,2026-07-02 17:45:05,USR-3306,3,1523,ussd,transfer_out,7636.81,BEN-1659,OPay,NG,0,DEV-39389,0,NG,0.96,completed
TXN-100486,2026-07-02 18:00:46,USR-3148,2,590,app,airtime,4127.44,,,NG,0,DEV-69600,0,NG,1.0,completed
TXN-100487,2026-07-02 18:01:00,USR-0896,2,1953,app,airtime,7048.4,,,NG,0,DEV-47388,0,NG,0.96,completed
TXN-100488,2026-07-02 18:14:44,USR-0457,2,1166,pos,bill_payment,14970.76,,,NG,0,DEV-86622,0,NG,0.99,completed
TXN-100489,2026-07-02 18:24:40,USR-0397,2,170,app,airtime,17504.48,,,NG,0,DEV-85456,0,NG,0.99,completed
TXN-100490,2026-07-02 18:26:10,USR-0327,3,2139,ussd,transfer_out,40388.88,BEN-1653,Kuda,NG,0,DEV-80776,0,NG,0.98,completed
TXN-100491,2026-07-02 18:40:42,USR-0178,3,906,app,transfer_out,33251.9,BEN-3068,OPay,NG,0,DEV-12671,0,NG,0.96,completed
TXN-100492,2026-07-02 18:54:05,USR-0419,2,1260,web,transfer_out,8916.13,BEN-6502,Moniepoint,NG,0,DEV-40735,0,NG,0.95,completed
TXN-100493,2026-07-02 19:06:14,USR-0865,2,1134,web,card_spend,22983.63,,,NG,0,DEV-59060,0,NG,0.97,completed
TXN-100494,2026-07-02 19:15:08,USR-0397,2,170,app,transfer_out,37388.13,BEN-6763,Kuda,NG,0,DEV-85456,0,NG,0.93,completed
TXN-100495,2026-07-02 19:19:33,USR-1482,2,607,pos,transfer_out,38153.65,BEN-1200,First Bank,NG,0,DEV-93606,0,NG,0.99,completed
TXN-100496,2026-07-02 19:20:33,USR-3298,2,1572,app,transfer_out,5481.38,BEN-1710,UBA,NG,0,DEV-77271,0,NG,0.94,completed
TXN-100497,2026-07-02 19:32:50,USR-0934,2,1949,app,transfer_in,5315.11,BEN-5334,Access Bank,NG,0,DEV-19329,0,NG,0.96,completed
TXN-100498,2026-07-02 19:44:11,USR-1732,3,1334,ussd,transfer_out,17897.43,BEN-6279,PalmPay,NG,0,DEV-47606,0,NG,0.98,completed
TXN-100499,2026-07-02 19:47:49,USR-0654,2,600,pos,card_spend,10400.18,,,NG,0,DEV-49363,0,NG,1.0,completed
TXN-100500,2026-07-02 19:57:54,USR-2282,2,1991,ussd,transfer_out,29576.45,BEN-3290,OPay,NG,0,DEV-49608,0,NG,1.0,completed
TXN-100501,2026-07-02 20:00:06,USR-1517,3,1088,app,airtime,10091.43,,,NG,0,DEV-69871,0,NG,0.94,completed
TXN-100502,2026-07-02 20:07:30,USR-1555,2,1791,app,transfer_out,4926.21,BEN-1918,Stanbic IBTC,NG,1,DEV-33021,0,NG,0.98,completed
TXN-100503,2026-07-02 20:09:18,USR-1732,3,1334,pos,transfer_in,19661.18,BEN-8618,Access Bank,NG,0,DEV-47606,0,NG,0.95,completed
TXN-100504,2026-07-02 20:10:02,USR-0103,2,282,web,transfer_in,36176.63,BEN-7916,Stanbic IBTC,NG,0,DEV-24371,0,NG,0.93,completed
TXN-100505,2026-07-02 20:18:42,USR-1555,2,1791,app,bill_payment,70013.62,,,NG,0,DEV-33021,0,NG,0.94,completed
TXN-100506,2026-07-02 20:23:19,USR-3367,1,1064,ussd,bill_payment,3136.14,,,NG,0,DEV-87182,0,NG,0.93,completed
TXN-100507,2026-07-02 20:50:49,USR-3921,2,986,app,airtime,5940.45,,,NG,0,DEV-33053,0,NG,0.94,completed
TXN-100508,2026-07-02 20:53:45,USR-1719,1,700,app,transfer_in,15330.72,BEN-2723,First Bank,NG,0,DEV-81511,0,NG,0.94,completed
TXN-100509,2026-07-02 21:12:52,USR-3550,2,1762,web,transfer_out,7475.89,BEN-6403,Moniepoint,NG,0,DEV-53687,0,NG,0.93,completed
TXN-100510,2026-07-02 21:42:33,USR-0865,2,1134,web,airtime,2986.96,,,NG,0,DEV-59060,0,NG,0.95,completed
TXN-100511,2026-07-02 21:47:09,USR-0572,2,92,app,transfer_out,25309.71,BEN-1319,First Bank,NG,0,DEV-88504,0,NG,0.97,completed
TXN-100512,2026-07-02 21:55:41,USR-0123,3,491,pos,airtime,10796.16,,,NG,0,DEV-16630,0,NG,0.97,completed
TXN-100513,2026-07-02 21:56:32,USR-0701,2,676,app,airtime,32586.98,,,NG,0,DEV-40433,0,NG,0.95,completed
TXN-100514,2026-07-02 21:58:43,USR-3530,1,608,app,bill_payment,10325.11,,,NG,0,DEV-45954,0,NG,0.99,completed
TXN-100515,2026-07-02 22:04:35,USR-3550,2,1762,ussd,card_spend,11702.45,,,NG,0,DEV-53687,0,NG,0.93,completed
TXN-100516,2026-07-02 22:15:14,USR-3301,1,1876,web,card_spend,7375.32,,,NG,0,DEV-10221,0,NG,0.95,completed
TXN-100517,2026-07-02 22:16:46,USR-1551,2,2114,ussd,transfer_in,4151.71,BEN-4475,Zenith Bank,NG,0,DEV-52600,0,NG,0.93,completed
TXN-100518,2026-07-02 22:25:55,USR-1557,2,1998,app,card_spend,51796.99,,,NG,0,DEV-64496,0,NG,1.0,completed
TXN-100519,2026-07-02 22:33:44,USR-0512,1,1487,app,airtime,3385.42,,,NG,0,DEV-11658,0,NG,0.95,completed
TXN-100520,2026-07-02 22:48:55,USR-2188,3,737,app,bill_payment,14023.96,,,NG,0,DEV-19681,0,NG,1.0,completed
TXN-100521,2026-07-02 22:59:41,USR-1003,3,1299,app,transfer_in,42045.32,BEN-5497,UBA,NG,0,DEV-12875,0,NG,0.96,completed
TXN-100522,2026-07-02 23:01:02,USR-1394,2,965,ussd,transfer_out,25424.53,BEN-2389,Zenith Bank,NG,0,DEV-77000,0,NG,0.96,completed
TXN-100523,2026-07-02 23:04:32,USR-3298,2,1572,ussd,transfer_out,13336.33,BEN-4629,Kuda,NG,0,DEV-77271,0,NG,0.97,completed
TXN-100524,2026-07-02 23:11:25,USR-0953,3,339,web,card_spend,46667.08,,,NG,0,DEV-51104,0,NG,0.96,completed
TXN-100525,2026-07-02 23:15:10,USR-0293,1,1316,ussd,bill_payment,22612.95,,,NG,0,DEV-13794,0,NG,0.96,completed
TXN-100526,2026-07-02 23:34:47,USR-0667,2,720,web,card_spend,12178.92,,,NG,0,DEV-75323,0,NG,0.95,completed
TXN-100527,2026-07-02 23:37:47,USR-2860,1,1642,ussd,card_spend,17092.99,,,NG,0,DEV-98777,0,NG,0.95,completed
TXN-100528,2026-07-02 23:50:15,USR-3306,3,1523,app,transfer_out,5309.56,BEN-9043,Stanbic IBTC,NG,1,DEV-39389,0,NG,0.97,completed
TXN-100529,2026-07-02 23:55:17,USR-2655,3,460,web,transfer_out,12530.39,BEN-2646,Wema/ALAT,NG,0,DEV-66881,0,NG,0.94,completed
TXN-100530,2026-07-02 23:55:55,USR-3306,3,1523,web,transfer_out,84809.96,BEN-1508,Zenith Bank,NG,0,DEV-39389,0,NG,0.98,completed
TXN-100531,2026-07-03 00:08:26,USR-3301,1,1876,ussd,bill_payment,4294.31,,,NG,0,DEV-10221,0,NG,1.0,completed
TXN-100532,2026-07-03 00:09:42,USR-1004,3,1168,app,transfer_in,18595.22,BEN-9317,OPay,NG,0,DEV-75612,0,NG,0.97,completed
TXN-100533,2026-07-03 00:11:33,USR-1127,2,1483,ussd,airtime,76587.48,,,NG,0,DEV-24621,0,NG,0.97,completed
TXN-100534,2026-07-03 00:21:15,USR-3017,3,1349,app,transfer_out,35190.22,BEN-2290,OPay,NG,0,DEV-41385,0,NG,0.96,completed
TXN-100535,2026-07-03 00:33:54,USR-0939,3,1116,ussd,card_spend,17258.69,,,NG,0,DEV-32871,0,NG,0.94,completed
TXN-100536,2026-07-03 00:39:21,USR-3453,3,496,app,transfer_in,14262.93,BEN-9920,Stanbic IBTC,NG,0,DEV-99873,0,NG,0.94,completed
TXN-100537,2026-07-03 00:55:28,USR-3778,2,1095,ussd,airtime,2545.98,,,NG,0,DEV-21359,0,NG,0.98,completed
TXN-100538,2026-07-03 01:04:37,USR-3367,1,1064,app,transfer_out,2306.59,BEN-1858,UBA,NG,0,DEV-87182,0,NG,0.95,completed
TXN-100539,2026-07-03 01:34:52,USR-0859,2,2073,app,transfer_out,11826.74,BEN-8460,Zenith Bank,NG,0,DEV-55236,0,NG,0.93,completed
TXN-100540,2026-07-03 01:36:17,USR-3453,3,496,app,transfer_out,7766.74,BEN-7523,Access Bank,NG,0,DEV-99873,0,NG,0.96,completed
TXN-100541,2026-07-03 01:37:15,USR-0131,2,1818,ussd,transfer_in,22856.2,BEN-8579,Zenith Bank,NG,0,DEV-34050,0,NG,0.99,completed
TXN-100542,2026-07-03 01:44:42,USR-3417,2,626,app,card_spend,11108.45,,,NG,0,DEV-47752,0,NG,0.99,completed
TXN-100543,2026-07-03 01:46:25,USR-0882,3,886,pos,transfer_out,4590.6,BEN-2746,Wema/ALAT,NG,0,DEV-60328,0,NG,0.94,completed
TXN-100544,2026-07-03 01:55:59,USR-1293,2,217,ussd,bill_payment,14708.22,,,NG,0,DEV-17972,0,NG,0.98,completed
TXN-100545,2026-07-03 01:57:03,USR-3109,2,1505,pos,bill_payment,28839.9,,,NG,0,DEV-51114,0,NG,0.94,completed
TXN-100546,2026-07-03 01:57:26,USR-0457,2,1166,ussd,bill_payment,2850.34,,,NG,0,DEV-86622,0,NG,0.99,completed
TXN-100547,2026-07-03 02:09:03,USR-1894,2,251,web,card_spend,11722.56,,,NG,0,DEV-50492,0,NG,0.97,completed
TXN-100548,2026-07-03 02:11:47,USR-2860,1,1642,pos,card_spend,4458.16,,,NG,0,DEV-98777,0,NG,0.99,completed
TXN-100549,2026-07-03 02:12:29,USR-0670,2,1032,ussd,transfer_in,18352.6,BEN-3240,Moniepoint,NG,0,DEV-89569,0,NG,0.98,completed
TXN-100550,2026-07-03 02:13:56,USR-0865,2,1134,app,transfer_in,21661.84,BEN-2099,OPay,NG,0,DEV-59060,0,NG,0.95,completed
